,Defensive passing,Dribbling,Defensive actions,Short passing,Playing time,Tackling,Attacking play,Passing volume,Progressive passing
Will Bruin,0.004225299474162841,0.18633583436400786,0.06616649827205232,0.4231938244741918,0.40477643399514224,0.11436766217764965,0.7389640873045088,0.03170744626469425,0.24040149118781481
Javier Hernández,0.008912210347372357,0.08357509888038077,0.0,0.08070557769303043,0.38723815339754525,0.14173242047160173,0.8938197497184205,0.12873635978458192,0.02990189469461883
Leon Flach,0.006919384562861785,0.04579776430369847,0.08889022682296881,0.0,0.5327573955832915,0.7046452684486925,0.11313744240783531,0.0,0.4436189093208354
Griffin Dorsey,0.011817160300775353,0.17159658176192505,0.11174131192151636,0.1910547498457448,0.2814470646725642,0.09898990673896517,0.23100456393167687,0.1316511215515923,0.8727659201695718
Efrain Alvarez,0.0048271190360067865,0.3067924139138411,0.0,0.3526235468195168,0.2850788788745815,0.16624035940718201,0.26219334118719345,0.6754605601805143,0.38420516279282224
Sergio Santos Gomes,0.004619315940370282,0.14596462669530766,0.004227129598187449,0.11583489697514446,0.20749383221383289,0.15840618361623338,0.8720957390995339,0.0329983505757907,0.3680371163091208
Jony,0.0,0.330611434631224,0.0,0.4006265594292667,0.05920082961465304,0.49717058922079527,0.13502182219118475,0.2736600827187805,0.6216030669295789
Tajon Buchanan,0.0,0.40266842801976116,0.11178189947599872,0.12071993201979403,0.38217384567475543,0.27129106674669673,0.5399978879884619,0.08361361114891855,0.5408742883730137
Gianluca Busio,0.027160731317159632,0.07706375950381356,0.050313977821412934,0.1792155161979911,0.13237672664103803,0.5675746333903446,0.16221829933704582,0.7506826396892368,0.1707922997097504
Malte Amundsen,0.01721003462563677,0.015471328726005477,0.18688966966750692,0.1790673154438513,0.16366700155220226,0.44802291343153444,0.0841098367197324,0.23415828941150618,0.8019074841383058
Nick Lima,0.03809638830510549,0.10823545246765266,0.3413590241149429,0.1334013988529134,0.4653641206775672,0.36466678498095556,0.014170596194299955,0.15058884813478376,0.6928841170103369
Andy Najar,0.04556427333544501,0.2959903464799777,0.4214535533697827,0.03346648879828185,0.42888023952192145,0.5223443716979417,0.0,0.513022377484638,0.1076877243175149
Zarek Valentin,0.054071873327136664,0.0,0.26550920283409163,0.0,0.5806935886735085,0.4666836511981034,0.0,0.4126422110234356,0.44867452254934054
Ethan Finlay,0.0004572924247973901,0.17575796535204793,0.03162677470927141,0.1800505445725207,0.43842281103209185,0.42476335509772406,0.49712722149469274,0.0,0.5620645279693287
Mark-Anthony Kaye,0.020606878045406386,0.17974938820208625,0.10222992188883477,0.38596231343272025,0.3581253350618928,0.5894552849394595,0.06010071907407321,0.4599427328138722,0.3420189281906728
Thomas McNamara,0.020513066049674202,0.04318529197247266,0.0808816675724813,0.15457325571612282,0.5029118458025534,0.47538107738877133,0.18041445605194215,0.634250213553766,0.2314072306846755
Raheem Edwards,0.008223783915791557,0.2482988827184408,0.05342580032937897,0.17868625745071276,0.22377837683103702,0.7995075234437862,0.26140098759864266,0.2406833200777201,0.29656190014021233
Jake Mulraney,0.020685089700332327,0.22678714646959577,0.0945445799060661,0.4149057823618777,0.21812952711043784,0.24800508198734988,0.3866331704283055,0.36425230813564785,0.6130271345436232
Chris Wondolowski,0.018971008891931547,0.03791513766231417,0.0388761845525893,0.32246395682309026,0.357726450023182,0.10090025209659222,0.8592645699332555,0.10502477649007191,0.07206457689866097
Andre Shinyashiki,0.006071111484764019,0.26513055922370077,0.06722622985751824,0.2510688346217211,0.337364069359797,0.46958975167150085,0.5986538554239969,0.32883284582032796,0.24752267208820933
Brad Smith,0.0058680971733484424,0.07196448184932605,0.11172604592412123,0.2444342104354014,0.3094990646688856,0.10858499045408783,0.2094598787519136,0.223776197196157,0.8491326679603939
Paul Marie,0.01586510503805849,0.20001895100159003,0.22175199308992488,0.3730577628965445,0.16015281306497656,0.5821861256468724,0.0670443174812809,0.3831717638044646,0.505459718744956
João Moutinho,0.029525267333941806,0.0,0.23916745420877383,0.16546062184894372,0.1314348003224869,0.22599534381692502,0.0030226990022040323,0.6521500983954331,0.6487619596927219
Mathieu Choiniere,0.0,0.0721538477677522,0.0651458918394238,0.20648287536027146,0.3947838241819953,0.3007843361994238,0.07963090180002709,0.48392068686694334,0.6790205157237594
Alistair Johnston,0.043496641412284674,0.007313837150662234,0.14253982732644488,0.09380460207366481,0.4241103651582578,0.34461771769773164,0.05828736125601661,0.4262469910970511,0.6965793258058915
Claudio Bravo,0.022091220817373053,0.06921319667700784,0.20745409197235112,0.0,0.28829756285237956,0.7757626091329924,0.0,0.32448647076924364,0.4018329639349491
Raúl Ruidíaz,0.000917783467888159,0.09447499769875375,0.0,0.06870355179841971,0.5288277050281346,0.0,0.8349237645005869,0.09796438291773767,0.0
Tesho Akindele,0.0,0.0785617479316227,0.08456479845391174,0.37804199627400215,0.3880327587128229,0.13025841394959922,0.7980790225668245,0.0,0.19822788193737462
Adrien Hunou,0.0,0.05049164855025704,0.0,0.1650206341702951,0.4390260894838135,0.043202967004574204,0.851837596183404,0.15489659848762538,0.16120835469883868
Adam Buksa,0.0031986409963995375,0.0725052854963515,0.05198595100327495,0.0,0.39120756702461673,0.053080046365527885,0.9120176348248032,0.06628118223326318,0.0
Jimmy Medranda,0.016206009757281696,0.05723588775007492,0.1250567286520333,0.19912938788250367,0.15518367679406195,0.5121458260554157,0.13884030159703425,0.15710851809104398,0.7815591362193723
Jonathan Lewis,0.00598098647385633,0.2258730286774361,0.024420382810036154,0.23255141260840204,0.27039960901313104,0.07655964489585526,0.880335936053153,0.0,0.20074959533337855
Diego Rossi,0.0,0.23653811436781616,0.0007667585455935788,0.2591833322677453,0.4558631202444857,0.0,0.7691935696737506,0.2520792345555431,0.11772535957322144
Victor Wanyama,0.016353074475075044,0.11242819760056233,0.15411186097284144,0.07855469082559245,0.5379420905717043,0.36115775536777334,0.06728207585542784,0.7299504622876304,0.0
Omir Fernandez,0.0025096381771466574,0.33804145152730547,0.05721388956654168,0.5093889068023855,0.01167917870275413,0.30676679681866464,0.6410216195263659,0.0,0.3432494773296978
Jacob Shaffelburg,0.0017432583817821084,0.22747852275688038,0.02464657448030454,0.26745028327601966,0.025828110175180132,0.07723630077820913,0.5246046058677103,0.0,0.7708896452448862
Fredy Montero,0.008215702554119535,0.1421536102189659,0.040113447623667954,0.1920320552381544,0.34244894516375923,0.38546165470705884,0.674546340902206,0.464731586240575,0.06632702199329409
Paxton Pomykal,0.012851007425100298,0.1596898817329257,0.11468328365834508,0.1980258931479354,0.35721646495374043,0.6094264817828521,0.2328709047159587,0.1982121090011989,0.5739741679051263
Santiago Sosa,0.018100024915888982,0.0,0.20740942017386413,0.04535665996263402,0.384720703152988,0.5593779908423984,0.018856320749224068,0.7012313191254671,0.04002268219611791
Steven Moreira,0.02352673242742677,0.08585246037578799,0.14522589660205418,0.17773132893978713,0.12832025100667452,0.3745705847701641,0.0,0.28679741502570383,0.8368840388723126
Harrison Afful,0.03840293619253123,0.00022993725620353882,0.19415423909885574,0.1421222948992073,0.32668882402201377,0.26321818154906446,0.0,0.6986635416320903,0.5258235475027717
Daniel Pereira,0.017593685437834086,0.12215360708976829,0.13730474872444598,0.2524160895103107,0.40529165067804507,0.53976398559384,0.0,0.6662254058673698,0.05234222545029254
Junior Moreno,0.032952218867545825,0.0,0.11314497936361288,0.09853497840724311,0.5141332308481125,0.7176666990465583,0.024571447505802587,0.44092339514818624,0.04480576461306154
Kevin Paredes,0.00736624358947795,0.1809211681158435,0.1153717664570209,0.18332138678907378,0.3142210468081674,0.6926290432413744,0.19202811809205708,0.3064873133885472,0.45936561128202413
Auro,0.010238146950421318,0.12688166965207134,0.19886259451100957,0.19939297846632337,0.4907013311637531,0.44154152000738167,0.0,0.5091912870205083,0.4576787670649495
Nicolas Benezet,0.011430007330561593,0.23513485456659153,0.0,0.8246576834090739,0.1358676823830214,0.0998515800588672,0.0,0.3766282393175069,0.306987726932136
Ismael Tajouri-Shradi,0.0018380638197029674,0.373137179063341,0.0,0.37339085356680196,0.3157650226692537,0.18398804119954862,0.5991601238511532,0.45925491134341395,0.13370662340574097
Adrien Perez,0.0,0.40285829262058087,0.0731295757355666,0.47666616003572226,0.10288134082806294,0.4515553031729951,0.43620776817644424,0.29424502404679315,0.3373462906100461
Arnór Ingvi Traustason,0.006161575329759378,0.2122878945428289,0.1167689252046822,0.3491631347640708,0.4511573077090998,0.4520330959534341,0.3923075595229167,0.38120461699419306,0.33503282053436634
Yamil Asad,0.001625527023190765,0.05891064853837447,0.020932826339664402,0.2744332804343234,0.0,0.7830135052005269,0.2628446809696332,0.33109557621161934,0.3591007216573454
Alex Muyl,0.009592964325344696,0.11791620732877292,0.07129242233892653,0.1798392933194821,0.3734054931638861,0.7743558722315628,0.24560528363058395,0.23383220116547604,0.307442400046622
Auston Trusty,0.03537873492026883,0.007731585835689805,0.4594065013539688,0.0,0.7444813466478764,0.3087583019074219,0.06791067836426512,0.3164257057161179,0.18251844354033023
Brian White,0.0,0.0,0.029534325641209846,0.09616234737023137,0.39867147850873236,0.06871625436099492,0.8818914116575706,0.0007872528620139496,0.2201966699225283
Bjørn Johnsen,0.005253734600736472,0.05985679378313436,0.0652429707069994,0.36183908212717886,0.14353912971481306,0.2622868072032343,0.8721062773331921,0.04082759737873547,0.09783298659247613
Jack McGlynn,0.022415968629757636,0.04386850066879477,0.06854590822894675,0.43375644140200054,0.04589015628386015,0.4035352532672563,0.10055811946131854,0.583252199373712,0.5380410918040631
Frankie Amaya,0.011476542247450122,0.12580618475295732,0.0573936076241854,0.3752907175543315,0.10444615505740037,0.7885866965052422,0.10450108066869698,0.3043354335018815,0.3218469120876477
Felipe,0.02334741978672591,0.00410450980092647,0.058986151214544716,0.2803993067041898,0.20826869499197537,0.6853687230909633,0.15830344308857427,0.5654271065376051,0.24384623217740645
Aníbal Godoy,0.013682483045208768,0.021013134141180886,0.11557345453600253,0.11295897665672007,0.4474430290447006,0.5260348937102911,0.043359950304734794,0.7024064528240151,0.03288464915161576
Edison Flores,0.02055201220524417,0.22731023107261505,0.0,0.4197921734786823,0.1553320744504278,0.23859821034919376,0.6710463236256711,0.27311072341702564,0.4071024560209167
Jon Gallagher,0.010590847352967003,0.16068381724852546,0.024188304148360186,0.39717502061505666,0.42980202838771936,0.2009100093401832,0.6743974769309145,0.0,0.36854972719918083
Brian Gutiérrez,0.005566156266349086,0.24764534961120377,0.11956883610812737,0.640998624895184,0.0,0.4690517451630016,0.30994203479471005,0.23445474839802455,0.3773886874497838
Kellyn Acosta,0.018116004891972525,0.06424858691032186,0.09196953148864552,0.12461726380969015,0.3610081728562099,0.6934065271629253,0.0383631612232102,0.5744914523712077,0.17001293632362338
Taylor Washington,0.04895449370255043,0.05818389934283075,0.20586295453652587,0.1466234969909846,0.33032366108721034,0.32029422966246923,0.0,0.15764285222875984,0.832938594372518
Marcos López,0.031040162368787767,0.17495095164469943,0.4581163328487257,0.3363490379361435,0.38283066722747167,0.4304075718669827,0.02182341889477393,0.17305008129761895,0.5321605332564293
José Van Rankin,0.01731206700603185,0.05016792761788864,0.13943361213470612,0.036657541513636024,0.5079447374339146,0.4207175709442956,0.0,0.38334041619186165,0.6280421628820179
Adam Lundqvist,0.02292286129012494,0.02786796865845836,0.1706073156018071,0.0576835274558977,0.3191988788003571,0.5726428113858189,0.0,0.24141057693348467,0.6915033571588047
Brandon Vazquez,0.012690441577523038,0.02864262824050063,0.026471005561659374,0.3536907325478845,0.09999873330031761,0.3152583703431991,0.8586858860887782,0.04507715026718319,0.1563960259627514
Yuya Kubo,0.015348307615106324,0.08775299355115275,0.09842102954509886,0.00657032309061112,0.4408404160977498,0.7369576532316056,0.0,0.49486070590829745,0.0
Anderson Julio,0.015330035928420003,0.250010180720146,0.03213819981578575,0.29877631186216047,0.10966821147667073,0.2506761894857505,0.8691510227268833,0.0,0.12911460888135168
Benji Michel,0.01208793091503342,0.3671012092368977,0.08831677315995853,0.2802108363091857,0.6040339925685546,0.2146881173873896,0.5887479618263405,0.0,0.1456035865499182
Jared Stroud,0.01330325379341444,0.06741028013451056,0.0,0.2358369168353721,0.185334767794316,0.3652072980225703,0.46951426412146413,0.08674977051232194,0.7375400413865681
Nicolás Lodeiro,0.0,0.1750846140190019,0.0,0.4833617287323913,0.0,0.19670945886261437,0.29760656314008793,0.7087616172608378,0.3257291964168629
Dániel Gazdag,0.00222354895917569,0.19807965828017407,0.0,0.3278721679289194,0.31983039069590413,0.4300252768751483,0.57919268037028,0.38514732420595327,0.2867812867002805
Andrés Perea,0.007477958930143874,0.04744510564540328,0.1377988056715577,0.18191262618371098,0.4353264045150716,0.6036216207053935,0.16739597754016808,0.6030172182642105,0.009644138127019048
Justin Che,0.021434653268999727,0.05534460002034108,0.19924431360717634,0.23524908207029394,0.11541158721609716,0.6435950575710823,0.0,0.2640006920594824,0.6357722121692378
Ema Twumasi,0.013446362077971695,0.15177961029223386,0.2118508089101917,0.24349896902330775,0.49229315074621616,0.48137460137804705,0.0,0.5002063826954454,0.3851352407691572
Javain Brown,0.02794553808407742,0.005969829046052873,0.18271031877758567,0.04761665613064402,0.30761770492023,0.7055705104266987,0.03645052110775715,0.20699876011635285,0.5717494877746416
Gyasi Zardes,0.0,0.07640933694892896,0.10687857537325084,0.2618229858249305,0.43398240362829854,0.0,0.8519380759738258,0.0,0.006935091488083521
Freddy Vargas,0.00929898365269529,0.38047465313862094,0.025473708330583603,0.555066879247706,0.0,0.4875274981214477,0.29239661257752314,0.2563879163491743,0.3968511217660024
Ahmed Hamdi,0.0,0.23753737136476494,0.043489365021209155,0.446147894123811,0.20395323777784582,0.5322015776312928,0.13852252095985393,0.6088249146269775,0.16716764336179146
Darwin Cerén,0.04959162111303093,0.06966439777779387,0.14500196020438638,0.33543852086881376,0.3069746195491409,0.6073953350813639,0.010227812721622513,0.6268405740719794,0.05428397065402878
Rémi Walter,0.02047519758391807,0.06205637090033755,0.14538775063445594,0.20691976509941484,0.5161871364656946,0.5016429387762411,0.060880032577577646,0.6402679397991957,0.005672293466062174
Dru Yearwood,0.013185638214782644,0.12132435613529853,0.03757620719694817,0.09758792057699416,0.3214238727387586,0.9027024747369788,0.06099191736848547,0.1890773909783039,0.12851392273711137
Eric Remedi,0.02427269410257456,0.03609567967030166,0.1156006714678878,0.0,0.34955562668773654,0.7911755343039304,0.0,0.4864119249732159,0.0
Richie Laryea,0.0,0.19141255770903431,0.08165952724471183,0.14512595116766464,0.579585704087313,0.44615309844886014,0.23971306223902653,0.38651416198783295,0.44023140210128525
Yordy Reyna,0.006208320371117178,0.34350409393867615,0.0066313669283492305,0.48281823080500247,0.13009638971265675,0.16974614413647016,0.6508850515449951,0.4087230765813409,0.11119463773138188
Andrés Ríos,0.03634743702434597,0.10927453876960924,0.03881732658358601,0.4670181143033319,0.2632107832200405,0.46488347800496865,0.6225676368326494,0.2768584742565134,0.13224066448553606
Robbie Robinson,0.0,0.2049598890721253,0.009491876673012607,0.3169381229392853,0.36967368121069627,0.20770152247309964,0.6924320040423735,0.275675414426069,0.3495625938481626
Nicolás Mezquida,0.009450927275713054,0.2399220669610696,0.056687499024290953,0.5429038573594457,0.0564666282585399,0.6123892524811727,0.26327656444855296,0.4178319183817029,0.14927448814066696
Drew Skundrich,0.030804524567477242,0.04847208171106421,0.12443337738913608,0.3695216641486934,0.3453576932597953,0.7451027610677288,0.23934420985694319,0.28817955851390264,0.17288274435376338
Lucas Esteves,0.01921464401922106,0.029121284317410272,0.20489446878179665,0.3701802844939335,0.06897186923701518,0.20955455075532625,0.23558353325528972,0.20770255070261498,0.8200349886997518
David Romney,0.09564368767552724,0.0,0.47841307990045956,0.0,0.7002163102058198,0.0,0.046894253617878585,0.4605162494692536,0.23957471039766284
Jhon Espinoza,0.017087240947960578,0.11810994784202226,0.12912849563466727,0.3337518294426406,0.023731181377529054,0.5023674370574702,0.06042261143386601,0.1325927604420231,0.7638885203332824
Carlos Terán,0.11396542743862348,0.0,0.43245418837886,0.23470066148400404,0.0,0.5346849524891298,0.10696800888061252,0.22992639599023657,0.6282631255183128
Luciano Abecasis,0.027522351558480106,0.09899508455462981,0.19331794581850167,0.16365317867863938,0.16742766202361278,0.729915480122991,0.0005305764106811881,0.43410092816462653,0.41956617458157625
Jakob Glesnes,0.0965446387933743,0.06951289090220347,0.5926989606704213,0.0,0.7365650908985578,0.2712796271574136,0.06058953083335315,0.12150379521317659,0.0
Kyle Smith,0.03167267978414883,0.022597208056786004,0.28822325487813605,0.10939410752893718,0.3375267330645281,0.5876712887061023,0.0320182055566095,0.33885154599034634,0.5729913763041395
Stanislav Ivanov,0.0051488246539042205,0.128309931032102,0.0,0.5208310615597006,0.0,0.35902146787312805,0.3755777708980758,0.0,0.6650488554469308
Szabolcs Schön,0.007827700201726734,0.3388032003786118,0.029144589143436813,0.42599072421205764,0.1352253609683471,0.7276682490998431,0.21986516048839874,0.17950990406453649,0.27291416394318857
Nicolás Acevedo,0.01117442316131412,0.025714664574838925,0.10703166205446729,0.19260935830891515,0.31729371071348555,0.6410447935097123,0.0,0.6622096682683305,0.022899253485790583
Matt Polster,0.014643716011269308,0.049953143590223625,0.2771649219895651,0.058328323221466534,0.539477993954294,0.5227268616944734,0.03720922786060116,0.5915481712858307,0.03839289345739969
Nigel Robertha,0.0,0.2820400712611314,0.024667670341353875,0.5097101790759324,0.12356517911590648,0.06488504139076906,0.8003511826086718,0.0,0.0
Rayan Raveloson,0.012923843064004735,0.0859948489801014,0.18342604044385738,0.12387088325216185,0.44870906265583727,0.5378956664835203,0.10672151974954662,0.6643701517150515,0.0
Bryce Duke,0.0,0.11496337972292513,0.0,0.5085817814694077,0.0,0.3407277655055901,0.12116619967275637,0.6244810755814526,0.45538414661815757
Tommy Thompson,0.00024482774788599037,0.074243722835896,0.32870083517381615,0.17558948018770454,0.2958738206654127,0.42611523721350736,0.0,0.3327945962815189,0.6897420884848455
Zorhan Bassong,0.011659734324759986,0.133836381264915,0.3310670041416061,0.3229148899803317,0.39007189003438814,0.475302877381306,0.0,0.4452081171293241,0.43794213549656763
Waylon Francis,0.04709490179490382,0.0,0.30854017710176157,0.21233699816391122,0.3729076572124336,0.5843395803494488,0.0,0.2486239841928332,0.5614011730154537
Keegan Rosenberry,0.05385110702567913,0.035378375288309956,0.3086361313359657,0.04688583661902182,0.6319940039323486,0.227421213571022,0.0,0.601983243556405,0.2913301060332135
Joseph Mora,0.023265166881096696,0.06462890859379938,0.2054987978361768,0.1406972098512888,0.2895192889154257,0.7292848817398083,0.0,0.1329221480993741,0.5476405943392307
Moussa Djitte,0.0,0.21389549949674436,0.013530020771032917,0.7501501099834779,0.07180921311301718,0.0,0.6056420940313924,0.10065772117028447,0.0961747385903099
Ján Greguš,0.011961961140314052,0.0530545046140004,0.10774117297785948,0.4232457096401413,0.20133279766872939,0.3661004615179669,0.022315868812688724,0.7820196165216998,0.14028513098689854
Danny Leyva,0.00746752978780061,0.022929168221416673,0.1019936406591201,0.46204443892867353,0.19932605848943857,0.5127238557935903,0.05080916045589046,0.6672017176700706,0.15866439494360787
Eryk Williamson,0.007535035430353005,0.2514852720814943,0.26068841742470333,0.5774446171798353,0.24969462929473846,0.5276904191452028,0.0886013588391772,0.35854987693159723,0.24100797266005186
Moses Nyeman,0.0054451258061001245,0.044911191099453004,0.08443481141220274,0.34377745351785444,0.13841282058878768,0.7702237883054706,0.05257680533493704,0.4624995343167899,0.2087300359701487
Francisco Ginella,0.0013356200931280786,0.034616988128149825,0.04431549549894366,0.288467605897006,0.14934236373892143,0.6652705118363443,0.06338711536589027,0.6416145682985404,0.18178911211946752
Samuel Piette,0.021282050441695646,0.008279883458723837,0.20058263518758235,0.23594252901084295,0.45366342165220797,0.5126988512183098,0.049279965389836713,0.6576299264400098,0.0
Allan Cruz,0.012546580300602028,0.042116424507494955,0.11320201740930191,0.21594942895275618,0.464204395096855,0.6716416796607324,0.19933438922659447,0.4731408327238127,0.09184348041781819
Blaise Matuidi,0.0024462847660654896,0.0,0.16230614309646413,0.21513973110110624,0.6327594981990745,0.5244508797531088,0.016321027668739257,0.4770864283153334,0.15509508001202776
Alfredo Morales,0.021618841042470957,0.027333572902484983,0.2162257658391608,0.1310486073264528,0.48335460316529777,0.5745604161186115,0.05596813153579571,0.6066089401668489,0.0
Younes Namli,0.00733699495116725,0.34498658987671676,0.06019576089836814,0.6555453553962143,0.0,0.3188833262524855,0.057248532489655904,0.5803663632860265,0.0760137673761917
Paxten Aaronson,0.0,0.14978590177520953,0.023949238839137545,0.5013702813254167,0.0,0.43674232411111286,0.5514450372701977,0.0,0.4803987633125004
Sam Vines,0.009571521947616886,0.06229955947128305,0.1825310046192944,0.650771761670697,0.0,0.03400331178688555,0.1438489478360122,0.25884164045893554,0.6710871460402905
Saad Abdul-Salaam,0.02488284286027096,0.0,0.40092505767969305,0.46614425825422984,0.10391719190158455,0.3526771244167376,0.0,0.34001906738572435,0.6087335785932234
Jhohan Romaña,0.06263379608536215,0.031511484500798936,0.6611208878628279,0.15788577391463623,0.6055262983924288,0.15766693925092481,0.036409494000388766,0.36735572248979015,0.07265292893190242
Nick Hagglund,0.06729480566860531,0.0,0.6474099141727034,0.17169782815701362,0.5461080866122948,0.41238035870407513,0.15627800144410287,0.0,0.23267413204624968
Leandro González Pirez,0.08108829977487618,0.05726597702437817,0.4361356574854003,0.0,0.5561945814753696,0.6056706300736373,0.0373838744994742,0.34385761724333375,0.0640784221062524
Benjamin Kikanovic,0.002712186226337749,0.2616814979300142,0.10638453283950645,0.5452426287213037,0.11363828992165444,0.24943392273520754,0.7401197889106794,0.0,0.0
Luis Díaz,0.01385564705580923,0.28618047476767866,0.015483039216751947,0.35160359144738623,0.0931501826097948,0.45101601638542427,0.484367454485162,0.0,0.5893553362475578
Thiago,0.0,0.3016201567250059,0.015840543339607896,0.41380626124246445,0.16500497731491442,0.629559624394335,0.5494982637727631,0.0604933784446679,0.0914274710864273
Edwin Cerrillo,0.021718765197913895,0.02804553671737252,0.15428018682020425,0.2795424768192248,0.368732913804947,0.46321474121016615,0.0,0.73909641625401,0.0
Osvaldo Alonso,0.009906002203103509,0.03873828408213963,0.1838916287136187,0.2707295971985366,0.3250330812897508,0.46868831432060204,0.0,0.7516690806312843,0.031127541920568148
Everton Luiz,0.00484599257996821,0.04378194123290237,0.10735818374330441,0.14337060261267112,0.41082352488624346,0.8021378661447399,0.0,0.3921437554142527,0.0009480791234247713
Gregore,0.0182645298046882,0.016987920927128555,0.11250922680623904,0.02293145505877399,0.47435000896086615,0.6815818002158801,0.0059977195485370624,0.544606266691323,0.0
Mauricio Pineda,0.03645112301154929,0.0729184289370689,0.46701691093227177,0.08643277760501757,0.7027153624448431,0.37052966932219444,0.05007663879076547,0.36629224943305,0.0
Quinn Sullivan,0.0,0.17950949012331424,0.0,0.6377280823371829,0.0,0.06743822955739776,0.5028104247097983,0.22895852940123304,0.501289327400801
Alexandru Mățan,0.00746018784867942,0.49288746875887,0.09474570843620632,0.6297860296481591,0.15459218342994327,0.5129159962078977,0.10280770174939131,0.19395424611031625,0.12739647115942948
Isaac Atanga,0.006913328348775017,0.2448603742081764,0.05663655206220792,0.4918181007049682,0.27694427666365423,0.40622768187766295,0.5831532418203439,0.0,0.33632736207035785
Teal Bunbury,0.0,0.1639034497309692,0.1619272326181529,0.4090000009613008,0.26848903913780675,0.22216979095152808,0.727932530324443,0.08374615552290086,0.34826607974158186
Victor Ulloa,0.022441069452014024,0.026109289807829332,0.19072362964555842,0.45474402256023316,0.40592505845172105,0.5587912444089344,0.06398662430010828,0.5012950265713205,0.15242465275197442
Jay Chapman,0.00854069091263882,0.057422898179025565,0.09541939320038902,0.3813470176624941,0.33892084096604297,0.535960881560668,0.07728579845775545,0.6452887697272564,0.1326919926026445
Zico Bailey,0.012597170607939754,0.05497749084148789,0.24654972152857185,0.6911378565087563,0.1472017663679873,0.37457831413362214,0.13152667673913046,0.3664360714450392,0.3805371865100155
Maynor Figueroa,0.07626712535059521,0.011280844539504365,0.5186943647224577,0.5249169993622789,0.1424196481289124,0.41832621657223173,0.15669328376540828,0.4629408395349976,0.12380299750629488
Niko Hämäläinen,0.021128868138535706,0.05940105510597185,0.2522218432175101,0.27467949622959426,0.18518309884520712,0.21326070969396582,0.0,0.3723223640284989,0.7991017135419257
D.J. Taylor,0.004687075360583926,0.0,0.23323492976884166,0.389472144410477,0.028935405484616306,0.5267912912748457,0.0,0.2961479789412644,0.6540955586946133
Kamal Miller,0.03603486599596083,0.06473747842982197,0.3327792567706452,0.0883776288300535,0.5256394310795471,0.013531399356250702,0.0,0.7540417771587583,0.17578110344928657
Andrew Brody,0.020692048529521237,0.22767700509200758,0.12639545524771595,0.25649257425356353,0.22700153690183508,0.5350728110034144,0.0,0.31894867229255963,0.6530006909164885
Teenage Hadebe,0.10045747102703709,0.03157181115081678,0.7491107221407031,0.13720945960036252,0.4616296182087436,0.23790573846688842,0.0,0.28659689303035357,0.23891292038699422
Milton Valenzuela,0.03457301168113708,0.019949607223841658,0.1816914965402745,0.2598519311163412,0.0917601014627242,0.6608994048623823,0.0,0.4286603260981727,0.518569454631182
Kelvin Leerdam,0.06696376643511141,0.022310221957107947,0.4244593387710716,0.2609829322925079,0.5279788776988661,0.3713577441847424,0.07926988022639833,0.21521677958593244,0.5267542512163479
Sam Junqua,0.03788055807697603,0.033633367514535766,0.3946577742719904,0.14989995006055082,0.3786701409230002,0.4324400231126376,0.05557006126724611,0.0,0.6969401876505494
Andreu Fontàs,0.043569122485866654,0.009853893530024261,0.3174378606562519,0.0,0.35519195316727914,0.020755594103938773,0.0,0.8778642940048869,0.0
Miles Robinson,0.04438108607223785,0.018578148562685335,0.557281758883211,0.0,0.5399597181552956,0.2748177304206682,0.015198833627038184,0.5655173968000723,0.0
Jhonder Cádiz,0.0018086756615795787,0.06470522408841052,0.02670506040817029,0.3816631162869609,0.04336419521059565,0.15876677076081475,0.8922641653323904,0.0838602443855443,0.1384732675788041
Chinonso Nnamdi Offor,0.0,0.26410123342402014,0.10616556771801496,0.28158727163558767,0.3166231148056964,0.3659625852929827,0.7781447220949737,0.0,0.0
Collen Warner,0.03088803370396252,0.049114069718960665,0.14204572558703857,0.5555575211217572,0.21259868373634977,0.4966099647983941,0.09927803278990224,0.605092393638294,0.0
Brian Anunga,0.011995094612878137,0.03810527418571437,0.17893438661854352,0.33122401436498494,0.4636613802007493,0.6586937328092293,0.046991686515467514,0.4443733810520873,0.09023310842921013
Maciel,0.026976746064016593,0.025573435041892734,0.06758896289009501,0.2557108452327833,0.2790016400404359,0.672172551005187,0.0,0.6298465365894182,0.04793158868610128
Facundo Quignon,0.008402405592749164,0.0030005191594070367,0.19264178027086037,0.24712460129209432,0.37572467459905473,0.5725797116727911,0.03579750904963223,0.6568416501861809,0.0
Joe Gyau,0.005407159717582941,0.21864987552339152,0.1484696151659081,0.3256164697325507,0.5547577489614748,0.5188107642117665,0.0,0.42560547767666357,0.25696865732149327
James Sands,0.052093586637242825,0.0,0.364392630989658,0.06257871949439975,0.5705458510197894,0.3457331042358646,0.0,0.6446194420723605,0.0
Ilie Sánchez,0.05393066771962863,0.0,0.3046975693264882,0.0,0.310863101786081,0.158390115066695,0.003810908150361387,0.8845976795707808,0.0
Tom Barlow,0.0,0.12548330635592508,0.07829783684005956,0.5672559554525481,0.0,0.11443304109453695,0.7990957539707217,0.0,0.0685209797623256
Patrick Mullins,0.008786965729702034,0.11280307316243703,0.017441505801992017,0.6773295304776963,0.2371205985922884,0.2728004440176567,0.6210954656056055,0.09517060758809934,0.05153129591879064
Edgar Castillo,0.014027515785782742,0.1067545406376024,0.2770118852066053,0.606524708340021,0.1764291087557122,0.5318624285079548,0.0,0.2830939971749473,0.3868485568930892
