,Defensive passing,Dribbling,Defensive actions,Short passing,Playing time,Tackling,Attacking play,Passing volume,Progressive passing
Cristian Roldan,0.014223221920060087,0.1737729152320919,0.09776074949623949,0.014012866370564793,0.5380190416154925,0.2170314288021068,0.4024369332345351,0.3497009886876335,0.5822660494781609
Marky Delgado,0.0,0.0,0.07895562746883977,0.07672619359864524,0.41554027633084106,0.46670255319879683,0.11648435495733808,0.6369798885285146,0.42199777529253807
Graham Zusi,0.031190778723904876,0.04202051243486232,0.202220696043741,0.03262048292534746,0.31148504685260775,0.23579701585437324,0.0,0.6816345752228579,0.5814251841851756
Julian Araujo,0.0031794951105018694,0.06748801570627923,0.22189682434268324,0.0,0.3935986948512278,0.4564445139631923,0.0,0.2146160790532476,0.7327178649314
Jáder Obrian,0.0008162231090535949,0.16652939834751843,0.011436412441062842,0.016373464920892877,0.4840134381843002,0.3900712862418712,0.6616117025581235,0.0,0.38433546509212185
John Tolkin,0.032874597772727464,0.07640791508971878,0.15990212029455964,0.07036283083575444,0.32363555683077677,0.5141123265279698,0.009645185028267927,0.38071956753108915,0.6696787279483717
Boris Sekulić,0.010106709079756328,0.029003239721916697,0.1378025404324198,0.0508551835187462,0.4378319500187494,0.3830745023668854,0.10672772535850707,0.17436797481162586,0.7728149764697174
Cole Bassett,0.008557714618444876,0.1493921986051936,0.0,0.0620677766715746,0.54593921386927,0.31195119418078265,0.4445806806586146,0.5149532250646263,0.339947568317694
Keaton Parks,0.004594389315322547,0.03504456599857314,0.10920892526442764,0.021027826180171606,0.49841494875872183,0.5196401405756451,0.1357772429471569,0.6054560607018773,0.28796904896692244
Ignacio Aliseda,0.0,0.4043484828487936,0.052782884900574985,0.4445240554113173,0.5239573535206434,0.09535956860236847,0.3729277473770454,0.3852545041322798,0.2549387030048894
Chris Mueller,0.00018813386927422855,0.21779850031645717,0.0,0.2431655868565114,0.3617544824943518,0.2896100659389806,0.34849500337663386,0.462699626733272,0.5857937071860295
Kelyn Rowe,0.028790272957494176,0.07730209315250534,0.059150603035741364,0.011149435478863871,0.4179679687076957,0.6632003828925813,0.11139432507222236,0.4683119879774787,0.37857049323747827
Tom Edwards,0.11465298022730287,0.021605421606108073,0.3648537610461728,0.01965211423734468,0.25470482650771326,0.4664296881531786,0.08154513018710478,0.23748702382238063,0.7123219285972073
Ryan Hollingshead,0.010793669564100125,0.11613276534490952,0.24995748370206217,0.0,0.5967699398922375,0.4056818497934431,0.09266981840965882,0.3805356587848662,0.4998106907523014
Robin Lod,0.0,0.2298386106641793,0.0,0.16176579112155134,0.4344985016672934,0.335268997282388,0.7119356679643319,0.22852996196632677,0.24644158444704015
Cecilio Domínguez,0.016748584928861276,0.23041794740680444,0.0011964670936935452,0.003988423915052842,0.5851223286078536,0.41386038501677247,0.6160829886534199,0.14260044131051008,0.18184615163674234
Fábio,0.0,0.1997272038940178,0.05457373228156174,0.03917273605427474,0.567712986209718,0.07571655112676913,0.7790337206335459,0.026063207554290868,0.1413944448049778
Derrick Etienne,0.010439341584375122,0.17970826090743391,0.06883502371012781,0.09826445626253602,0.36486719028207026,0.19032949689023268,0.3451577464565076,0.0,0.8153002780481609
Sebastián Driussi,0.009188683498579093,0.14388092256614238,0.0,0.24562512612441267,0.2825722747062772,0.3530988149325953,0.424146930167699,0.5900402067011865,0.43163435706544506
Gadi Kinda,0.0,0.19321242092325006,0.0,0.08210493089462903,0.38438922674958775,0.5220513599052526,0.34707580517580777,0.5815274680164297,0.27748735125706275
Ruan,0.0150652140686161,0.08496270291344696,0.11652722318592276,0.1737577145094527,0.32747665054709285,0.0,0.1516898123448691,0.21937811771326465,0.8777280484236323
Anton Tinnerholm,0.016782809807203654,0.045783396875486555,0.08668642051621935,0.0681490206873522,0.37666542028202465,0.3134556189956835,0.0744292365201492,0.46457644862817693,0.7238516018893748
Kyle Duncan,0.012822826549526887,0.12765689900699936,0.21528067271551854,0.0,0.3759427396922853,0.6526955201968215,0.014874309873178235,0.14234169681283196,0.5910725284195258
Pedro Santos,0.017292586913500482,0.1139987124668422,0.08821906026669364,0.0,0.3459238161130343,0.6463493745107074,0.19441783810876948,0.3064593492455787,0.5565754471766649
Diego Rubio,0.005704715831479948,0.1088688108636061,0.042001468168050525,0.15180859901481808,0.45081537359238383,0.27522790032863004,0.6753299266749037,0.3453710038756114,0.3301038106535391
Latif Blessing,0.0,0.1673477953824045,0.0985969497689707,0.11715646963689168,0.4794306930822009,0.75911257901548,0.09087709236788466,0.32565638456891227,0.16772386438004153
Zachary Brault-Guillard,0.011960545650827695,0.14967958650115887,0.162540053514379,0.14736643391697762,0.4171995107505172,0.21774942311259263,0.11257463371086295,0.28551390931971377,0.7833615693179072
Olivier Mbaizo,0.017033117319781237,0.1006959404276825,0.14072229819675316,0.0047954937351901185,0.4088625318991953,0.1947181446977471,0.0,0.3863063901305829,0.7844922470009118
Brandon Bye,0.018248844543131422,0.031591052402024485,0.23275278989672493,0.0,0.3806071358847062,0.23208727198647516,0.11012888471407298,0.19858306374202772,0.8331897897347548
Luís Martins,0.007662222711201417,0.03380570814882046,0.13585394302877127,0.0,0.46830532357577104,0.19164629794574484,0.003724657521163723,0.560573961314892,0.6403490859051639
Kacper Przybyłko,0.0,0.09103797322396662,0.06114278036318096,0.008744810357400086,0.6870821196217175,0.0,0.6922429013096764,0.055141495324245504,0.1832335070570917
Russell Teibert,0.012510693335663235,0.01278102705462071,0.08427370103816216,0.13406244987920415,0.5951903251476728,0.46937569458803624,0.0019461967122481915,0.49057487218378865,0.3992151951344405
Diego Palacios,0.0018597871977240588,0.07676474592389139,0.13089056900157406,0.1364541677977901,0.31090042630849596,0.6241143802362469,0.03963384622680102,0.375552147952992,0.5740762507860447
Michael Bradley,0.017287688827502798,0.01456814805784978,0.08301486790276892,0.042282092229783845,0.43864226085331043,0.18228895101980477,0.0,0.8541255790768352,0.18879317190296527
Fabian Herbers,0.0,0.0999978160515459,0.036853843634142625,0.1481561547117884,0.4588117332385352,0.6508128631039567,0.2027596225210316,0.3934900267615729,0.36970329967517895
Hassani Dotson,0.002284408041110383,0.1564624813412502,0.12456768085760009,0.04636608685247367,0.5659985062274021,0.595164638837825,0.21840380199858248,0.42946372432414137,0.22612559491526205
Felipe Mora,0.0,0.06923332303193866,0.00719295570502018,0.13098247143351344,0.5398335721528205,0.0,0.8012456830873961,0.14927653045557712,0.149332473739079
Ricardo Pepi,0.0,0.08738291170870269,0.01782222401830477,0.10386155712697057,0.5642282710529095,0.13950166603436323,0.7885225522000746,0.10864922550756818,0.09936118865170146
Andrés Ricaurte,0.018576961200192487,0.07512238396789941,0.031938296571032775,0.22321252101712674,0.10525780086109564,0.48286738494833603,0.11721165505513048,0.8019796013630258,0.2049821222466638
Luka Stojanović,0.02634588261059992,0.056849490450123066,0.04968238133499994,0.20138957169138877,0.2363669505777218,0.5342727928201296,0.5784509153519611,0.4896992954642633,0.1931846717028111
Darlington Nagbe,0.004958664160201939,0.11483274430108775,0.1779612383353767,0.041128001302942134,0.6802748740081919,0.22884278930830376,0.0,0.6620303703152339,0.0
Matías Vera,0.02552817475927958,0.05292889010828214,0.10106389763155503,0.08643725179945706,0.6283297005705205,0.5847286385607187,0.19010260744072688,0.4484506797573916,0.0700623156875345
Pablo Ruíz,0.02569248313528805,0.03943927946160769,0.055705467530854945,0.031267554965581396,0.317201092660653,0.653081687649336,0.024501237789264503,0.682473219970967,0.014193304082295242
Alexander Ring,0.03322955694868197,0.029475914879503125,0.15002144743663803,0.0,0.3635401306952381,0.42908991769536137,0.10645887654025885,0.8049269878741113,0.0
Diego Chará,0.023423581941509685,0.00944230061545158,0.179712811675581,0.07535568400503963,0.4920387473647274,0.5257201923843974,0.028149799823830406,0.6501633044512061,0.13927821689673997
Carlos Fierro,0.028529345675199397,0.26650199064044333,0.02059783632790165,0.2843203302268717,0.07281933362178244,0.08108367774616543,0.35609785887022294,0.19749355010608383,0.8180549118530441
Dairon Asprilla,0.004000610280527389,0.28452744605358765,0.09527038534443963,0.07569635119294289,0.48905724166745557,0.17756248414128706,0.6064930130429569,0.2054174652845396,0.47274328375593944
Memo Rodriguez,0.024334376267669492,0.16090442236769772,0.016160178055081093,0.1630949612601815,0.2748428265103479,0.38782290655414253,0.5339793985559248,0.39440111050987786,0.5291739478329188
Tomas Pochettino,0.018280178707119767,0.2761513140083329,0.0924360392839172,0.008219872219228172,0.46216825228244274,0.6020563730690325,0.17132241054379405,0.40421570269802054,0.382074896776891
Ola Kamara,0.0,0.01204550808787711,0.004321897468695115,0.02815920712066992,0.3792030103538942,0.0,0.8908926760625626,0.10395132926529363,0.22528365189715627
Alan Pulido,0.00020955591213045992,0.3737739744136767,0.0,0.2997551715110704,0.38521706299096736,0.1614924375361918,0.6700453926324401,0.3834149033370558,0.0
Haris Medunjanin,0.0429378006123989,0.0,0.09411939774884602,0.19822003904535987,0.20044167226332332,0.011108298332486749,0.06807460004302966,0.9170991047425288,0.2529852228978862
Joe Corona,0.01080001576809346,0.13833432437055426,0.1064163658132178,0.20753478062439268,0.44862719280383734,0.5317068868024952,0.023400545060675498,0.6612241284582938,0.06788476351747905
Shea Salinas,0.01011358006582172,0.32072657581752534,0.1636573279320755,0.2331231914104777,0.25843311278606246,0.363007096162995,0.14594462045326873,0.3545126526100886,0.6858288102394583
Joaquín Torres,0.0,0.39756194379197257,0.0,0.2383930364278505,0.4939126304920747,0.1455159713293759,0.3265615250130237,0.5109473884583168,0.39022943657330583
Przemysław Frankowski,0.0,0.1705952166447145,0.0,0.3131940832979216,0.17667248551345582,0.4369173351047636,0.3729658204456751,0.390682864068601,0.5991328816673362
Cristián Gutiérrez,0.030037438536916008,0.0,0.1941628456126894,0.1563873542218314,0.24738877453232305,0.44602494933063036,0.0,0.49384856221291423,0.6579632767255791
Maikel Chang,0.007979073771306298,0.11123624036893032,0.06982952688565917,0.20495412331504048,0.041596142939842005,0.40159594880993676,0.14203701374296576,0.12610706636842653,0.8611581893312811
Samuel Grandsir,0.0,0.3629463461527886,0.016592054027307748,0.08930600396924665,0.444459499204839,0.40489769865687164,0.2746135013248953,0.3449724555161642,0.5514654370191505
Sebastián Blanco,0.018020685752840132,0.21319006903694523,0.014181254635688194,0.14932026742128696,0.06367232011001532,0.0,0.4449737277328947,0.5495123449088253,0.6539938831329516
Jonathan Osorio,0.0,0.1283256291307289,0.088453713568225,0.3599702211487236,0.36897595534252864,0.23621325921702943,0.2564348076600431,0.6226816289063376,0.4479941208792538
Robert Berić,0.0,0.06427768102083342,0.0,0.03337566675747286,0.4745367615884622,0.03527488042442893,0.8475201224954364,0.09805640165513119,0.2010461970866978
Maximiliano Urruti,0.011553248363835896,0.18746245938324477,0.0,0.02936820248259327,0.6188490590116106,0.268086300753566,0.7046890774920781,0.09451447606766315,0.05914180283777498
Jackson Yueill,0.02612015050405796,0.057459599094969,0.11919413046589704,0.04582838007052342,0.5534052189943042,0.44146861915157937,0.1127422372091469,0.6799243266059353,0.059572401201287116
Rodolfo Pizarro,0.002121686111444981,0.39280550631130023,0.02273033013870863,0.38975261833738606,0.4723953236841468,0.35346803359139917,0.19721546983283175,0.5534298755032112,0.0
Luiz Araújo,0.009274038679739678,0.3742733845310347,0.0,0.2727355277908145,0.1861121314718739,0.516002480781128,0.4028976520578425,0.5597844777201252,0.09416630254777264
Federico Higuaín,0.00010402253586423742,0.055731371124828614,0.0,0.4075958016120709,0.036974791037684696,0.1896474266421976,0.26464764930321033,0.688842543544452,0.4988827079357217
Cristian Cásseres Jr.,0.002050086540898053,0.14915367086043824,0.021031726680947806,0.03477308658669802,0.37558564011209133,0.7092524921966027,0.26025360571778916,0.3270418875147355,0.3966175390880614
Kim Moonhwan,0.00241619612447047,0.1741401884547033,0.18651136532604742,0.2460561231035026,0.42212400457140675,0.35969766843927037,0.007130930255988647,0.2980446084398792,0.6912935157704658
Hector Jiménez,0.00777421086908278,0.003299435965298473,0.10261846874725038,0.15579582546940862,0.2540118017765195,0.29607214369754725,0.03984795545351532,0.6191507906173935,0.6542243615263539
Andrew Gutman,0.04247973159611838,0.07653632548624266,0.3104110607694591,0.06520119759868967,0.2757901280915549,0.5173459208394111,0.056726408537793406,0.1998883413510416,0.7105288238155154
Alex Roldan,0.013564894357863677,0.06550866418114581,0.13947970026492362,0.09035706978886195,0.4250267626951905,0.315342603928059,0.024277944100128682,0.37947292889320344,0.7370398852976968
Rónald Matarrita,0.033564993831977245,0.13039517209323526,0.2692928354212941,0.11302164903318143,0.3664558611821689,0.4971731876242622,0.0,0.4323624964867782,0.5728608564642036
Patryk Klimala,0.005442664888404423,0.11707337310009057,0.0,0.0,0.3743603573529047,0.007728517719115202,0.903410430815683,0.009238744637343834,0.17269347022194662
Brenner,0.001537884425433659,0.1479931050375823,0.0,0.0,0.7525887717745945,0.2316471350632759,0.5603890510324697,0.2064356854909938,0.03733417238140608
Jonathan dos Santos,0.004007836694671391,0.016184158271266184,0.062264927200010256,0.19002175291127607,0.3524239742830314,0.36241577593633173,0.0,0.8246453232580736,0.15539968165665588
Dax McCarty,0.017309730464342008,0.01711573210795968,0.22107929187869269,0.13448681123133177,0.5790972905652773,0.44763901905175796,0.024258819881026548,0.609446267238982,0.15715299214997586
Wil Trapp,0.01852339121903818,0.007995181058017218,0.09179500703285298,0.02411781868845471,0.5535886065027724,0.4606812438104692,0.0063729980656316776,0.6678441437857213,0.16075135900350948
Roger Espinoza,0.022626928130711217,0.05297025819511914,0.040815649009283785,0.024683137549742835,0.4198784544835086,0.7282926541141829,0.13304172885321144,0.4929217670463898,0.16439867020822985
Brian Rodríguez,0.011492554622573769,0.6310737409665521,0.0,0.45256842520260093,0.062426596543466065,0.0977385837769867,0.5072265548615589,0.08517602976138604,0.344691210278121
Paul Arriola,0.007220076686929709,0.17284161556128286,0.0,0.25982805454700125,0.2361584127721598,0.0,0.6221667227495356,0.2517098490943325,0.6295577444063938
Cade Cowell,0.008692454764569401,0.39993965989421065,0.0,0.2028507355473614,0.4000842859618574,0.37955189650490506,0.6327745470406478,0.0,0.30707260275900033
Fafà Picault,0.001974150834389911,0.28428961024805505,0.1490367221189601,0.0,0.5141901989346956,0.07154588700532666,0.6190974177630868,0.0,0.4941372161502563
Wikelman Carmona,0.009504810746757618,0.3650669988755976,0.0,0.2849503744704966,0.22866993694084436,0.7362858644609348,0.27347154070925156,0.250512748958642,0.23127666064593147
George Bello,0.0,0.14302926518896777,0.21562801636968923,0.16526467299241646,0.6758099074810691,0.25518982303467697,0.18145562676041,0.23729709125507598,0.542823953861206
Miguel Navarro,0.025517366600766787,0.0,0.17713773899617752,0.056824755576281985,0.43726068477320024,0.37557460569036355,0.07636699190926338,0.2301240562318122,0.7574297610875401
Tyler Pasher,0.01910155749035151,0.26494568693925974,0.0,0.4197968197394109,0.0,0.0,0.40435455940756726,0.150340916516466,0.7530634387073272
Bryan Acosta,0.04255632004138447,0.04522741647013095,0.17254837686642072,0.1255201389778585,0.2687613952308658,0.4148449567816888,0.08865490337098855,0.8356995876167082,0.005716153218456687
Braian Galván,0.0294932993141812,0.26321680498915784,0.15017423593273532,0.3043314791941307,0.1539759265657203,0.06089609702862341,0.07827062016591302,0.26749014752549455,0.8423674488612058
Justin Meram,0.00647782021992427,0.39532725505317456,0.11500101208492515,0.29021501240029446,0.26826717781519616,0.49940800672896807,0.21274267028356375,0.08739829011183782,0.6098777519326927
Cristian Arango,0.002838328886576184,0.18851288601406288,0.003998782539149956,0.11717974897058418,0.26445400592197316,0.1272480998438864,0.9187526135716702,0.005475100832530393,0.14298045331169032
Khiry Shelton,0.0,0.3121597766092802,0.05339828898520721,0.23683784715134917,0.7348394084710428,0.3192160526739581,0.44421744397529284,0.016117877370434217,0.06431145098444488
Gastón Giménez,0.01775595017548853,0.0914524946352727,0.15584469148458183,0.12425735008122116,0.4250291121004328,0.6354571511318178,0.06854054241202444,0.5956858764939571,0.08717054593876772
Caden Clark,0.010627051558208964,0.091116941033426,0.0,0.16522454662020236,0.26106836882895984,0.807254263994294,0.3116416126447783,0.1438133188205636,0.355902673049856
Marco Farfan,0.005781905120549842,0.03362735233577312,0.26021224893723965,0.11995237816494478,0.36951418180233386,0.668308582496351,0.0,0.1650700837363592,0.5534542064955349
Josef Martínez,0.007843909962215585,0.02886268905084624,0.0,0.21137771414563358,0.473370211912028,0.0,0.8413492940540406,0.1499229405026293,0.0
Romell Quioto,0.0024721826211332922,0.161256351046373,0.0,0.2689952665070172,0.22603035399593813,0.0,0.9026976292101411,0.10216263100641848,0.15887696583779307
Rubio Rubin,0.003765934308625392,0.15206447280937907,0.0,0.09239587183500156,0.6230225809220327,0.0,0.7549382792739868,0.08115525105279689,0.06041605821697913
Franco Jara,0.004954990564245114,0.16027603703853566,0.007345477497518469,0.22597335731377827,0.2587066670026657,0.1515810792668292,0.8919910353265454,0.19394626966805997,0.0
Júnior Urso,0.005375313350955245,0.08383231259241333,0.1298625318726475,0.08143119037666052,0.6040390448152587,0.4644119144173178,0.17559267980336749,0.5983924717997684,0.0
Marvin Loría,0.018434793395254327,0.3225379346863942,0.14394072478658143,0.5459990296574289,0.24353257903014536,0.2598898349003484,0.2121996895810907,0.30951325707376093,0.5559834157107979
Kevin Cabral,0.0,0.2023516035107404,0.014751656276468118,0.12807676823279765,0.5313218858400945,0.2265082188762069,0.6832499291754933,0.2328845531390581,0.2962396972597254
Silvester van der Water,0.032424521062910085,0.21428381055737952,0.0,0.3898594802723972,0.06571798054972833,0.515752575455464,0.4935068709556586,0.3564234765805679,0.4001679475093977
Santiago Rodríguez,0.0,0.15327143313653252,0.0,0.31674076389015104,0.10067156164724417,0.5959101977006677,0.4742278821390657,0.43544949113191006,0.31053355004132827
Álvaro Barreal,0.021199247511087326,0.30387725900808676,0.03387352118914868,0.07997724608124407,0.5269618546694183,0.48237132280499545,0.26811251128650404,0.3956851067056973,0.4010530093589564
Chase Gasper,0.014703461742410858,0.03774199426355713,0.21338035147149673,0.019183577708518997,0.5457582003183703,0.370051665806685,0.02701966216636911,0.350181914075712,0.6279430566250717
